Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Early-demographic dividend,EAR,,,,,,,0.021659224,0.016995237,0.036380467,-0.001430935,0.084140037,0.054271576,0.044394139,0.026127854,0.049898635,0.03963563,0.086346494,0.044667786,0.140986465,0.09808986,0.043444158,0.071320752,0.275547929,0.113417195,0.249719858,0.279617626,0.237145176,0.353904806,0.303754696,0.308696362,0.224456414,0.12793673,0.166958177,0.254294299,0.502512972,0.475308821,1.010615508,0.92546234,0.733132418,0.619462409,0.760107542,0.579626155,0.668024193,0.586352038,0.665700868,0.703716096,0.400969351,0.436202461,0.68080247,0.566192877,
East Asia & Pacific,EAS,,0.15507789,0.219242461,0.411063654,0.367249635,0.284315919,0.297187902,0.212570399,0.216459365,0.250725175,0.219426642,0.349794085,0.324060915,0.276540521,0.414544131,0.486668512,0.707461017,0.859850831,1.197501044,1.375717578,1.396785169,0.757464084,0.681170987,0.699554659,0.811537825,0.898526278,1.035681732,1.080843772,0.861011837,0.930588292,1.687158732,1.405293975,0.96518837,1.082111194,1.345929149,0.975765249,1.893952808,2.247903169,2.308952726,1.775569145,2.140808741,1.952541774,1.842118008,2.086980775,2.556493769,2.354013341,2.522166245,2.257360235,1.905960324,1.867981721,
Europe & Central Asia (excluding high income),ECA,,,,,0,0,0,0,0,0,0,0,0,0,1.26E-05,1.16E-05,1.02E-05,,,,,,0.258559722,0.167290301,0.059644197,0.106905192,0.14844349,0.490202913,0.243243942,0.527922919,0.654314631,0.587018833,0.683519597,1.348049312,1.452014623,1.546892718,2.011399515,2.587412831,2.276402857,2.221025226,2.189996562,2.231371022,1.621124915,2.367356937,1.873210184,1.217937079,1.225097169,1.447320864,1.076002534,0.853785848,
Europe & Central Asia,ECS,0.678621789,0.63724831,0.639713105,0.792005562,0.711315775,0.556972795,0.63995534,0.581206203,0.645256001,0.868416381,0.711907563,0.839759208,0.594956071,0.680696392,0.838925213,0.981639633,1.114509684,1.245500214,1.708728053,1.845447202,1.830087354,1.445668406,1.253207683,1.262223721,1.564095724,1.76325885,2.071206049,2.620560045,4.609052609,7.948428028,9.74171436,5.077442089,3.222146816,2.864118969,3.781990099,6.974177857,8.065437567,10.20610031,7.148776964,3.158830918,4.079265417,4.973443703,3.362792393,3.809559776,2.388279725,5.144485506,5.272294303,4.303336042,0.744526595,1.368816898,
Ecuador,ECU,,,,,,,0,0,0,0,0.005816062,0.000522678,0.005755235,0.048599377,0.012665177,0.031833706,0.026340166,-0.025583899,-0.015107415,-0.018354714,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Egypt, Arab Rep.",EGY,,,,,,,,0.049688491,0.132852675,0.028538813,0.03230286,0.027105069,0.028927681,0.061357143,0.047098734,0.007681769,0.014544218,0.046965049,0.034305195,0.056937804,0.027920668,0.165829333,0.009556578,0.05367268,0.082854857,0.154589706,0.0073932,0.164719067,0.053048017,0.041340215,0.051082476,0.012825202,0.032649776,0.025782036,0.201694622,0.102677809,0.138141493,0.509668099,1.179352317,0.301987334,0.536798028,0.265053971,0.075631456,0.10435659,0.082691033,0.055166496,0.062146232,0.084417291,0.129544317,0.13363324,
Euro area,EMU,,0.517917469,0.53559746,0.518791493,0.523967779,0.472596842,0.489206147,0.45098221,0.485183698,0.608530551,0.513781996,0.6043456,0.437386356,0.489939227,0.654791491,0.570295709,0.756595215,0.808704979,1.038119862,1.365769065,1.628873048,1.325098018,1.240751047,1.101648147,1.191290185,1.389863157,2.027900359,2.211068247,3.869799586,7.214013453,8.471213658,5.798057748,2.652139287,2.682444948,3.797130233,7.752437815,10.01255303,11.51895031,7.408131975,4.165763281,4.934012357,6.434520351,4.508571475,5.124334644,3.970432019,7.676371363,5.909706329,4.793101359,0.976083874,1.33385876,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.91516476,-12.08005545,-3.946303602,,,,,,,,,,,,,,,,,,,,
Spain,ESP,0.104895971,0.05362572,0.062571434,0.066124508,0.087382029,0.14806348,0.162575827,0.087196569,0.063359818,0.061895051,0.133512728,0.133715998,0.260767077,0.142240789,0.144329357,0.138393652,0.150238381,0.23383164,0.328238396,0.355241612,0.656448539,0.76963388,0.347360732,0.821723139,0.679924793,0.799512552,1.126834605,2.508735295,3.521167153,7.111102506,9.899712122,5.36367887,4.677494527,3.736509696,5.825426383,3.908526097,8.291376727,9.949865405,4.662742287,1.056899532,2.663383215,3.041932547,-0.190225564,2.443969231,3.353053217,4.713967932,4.59701426,3.515422947,2.741690624,1.859517362,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,0.30736795,0.155128371,0.173772289,1.164159436,2.805357512,0.376904485,1.798343987,1.621501691,4.001370617,2.518243583,2.782737569,3.19766944,5.995896678,8.500479385,10.63656587,5.292451849,6.903241682,6.303679952,-5.862161673,5.525291212,3.368393427,4.242629732,-2.495214018,1.504697813,2.380092388,-0.697365735,5.916991872,
Ethiopia,ETH,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
European Union,EUU,,0.506422726,0.53841689,0.512366636,0.517545401,0.468161378,0.489482627,0.464296221,0.469713519,0.594151605,0.501569137,0.592680101,0.454561501,0.518316225,0.678218302,0.610542263,0.832455203,0.86457056,1.123557989,1.504674044,1.748071204,1.347774083,1.174337558,1.052219392,1.241572327,1.435301431,1.921874867,2.210896298,3.883951918,7.01979036,8.515452816,5.559026672,2.628146492,2.684129922,3.59888105,7.540022223,9.302181081,11.13137344,7.302073369,3.920156125,4.372824091,5.902036792,4.024607219,4.651727488,3.61587665,6.7834742,5.83685372,4.441266412,0.598641674,1.574185915,
Fragile and conflict affected situations,FCS,,,,,,,,0.010567887,0.010932935,0.011442923,0.011852426,0.00586801,-0.003752775,0.040060274,0.021131504,0.014697674,0.268424528,0.036031118,0.07737501,0.648184318,,0.385973455,0.182878185,0.511600092,0.473099792,0.215197712,0.592389677,0.405938021,0.45969171,0.342084389,0.463462178,0.130422798,0.413085857,0.532782003,0.530004986,0.445219692,0.6717523,0.711639332,0.784174593,0.579609418,0.790931187,0.198891372,0.750215288,0.458910657,0.567024149,0.372921669,0.505678953,0.329887697,0.338993189,0.126866981,
Finland,FIN,0.457846553,0.367194947,0.413750457,0.077032252,0.116705736,0.0881399,0.095827131,0.215497822,0.172455548,0.281170891,0.254949203,0.245770248,0.148028682,0.271841903,0.930574314,0.622647025,1.112416937,1.255260343,2.406085235,2.49389615,1.967062469,-0.093904476,-0.672731865,1.570909295,3.035699551,1.416476337,2.435212059,4.40128636,14.31219398,7.311444485,22.49860938,6.139918402,5.25097894,0.121877904,1.399762994,5.114096525,0.83018302,6.451606435,10.59837203,-1.546664757,6.014521266,-1.290068891,3.242334143,-2.670559828,-0.059387067,-0.542758614,8.567485759,5.361268564,1.142338306,2.615414011,
Fiji,FJI,,,,,,,,,,0,0.182990503,-0.12213216,0.06736377,0.008754858,0.047047898,1.139430003,-0.054732444,2.477560468,0.132278986,4.26376415,-8.165105568,-3.766024237,-2.610883317,-4.009583159,-5.4294837,-4.825032697,-3.042168675,-2.186535167,-1.452125012,-3.134354904,0.136939674,0.159387372,0.093358695,0.166282552,0.118747582,0.344013673,0.018623101,-0.188500868,-0.249130089,0.118291743,0.186574153,0.03185303,0.049109764,0.107121234,0.789588089,-0.724842035,-0.333305611,-0.030690938,-0.065054534,-0.658078287,
France,FRA,0.245818356,0.209009226,0.272853639,0.353758869,0.27319633,0.370795063,0.439996655,0.244362055,0.375208211,0.323647938,0.441352753,0.738951338,0.487055309,0.306007651,0.399324127,0.405462785,0.700377232,0.985938288,1.422796146,1.901813302,2.743776933,1.885462639,2.231164504,1.557625503,1.753116997,0.988133911,1.890862204,2.442554918,3.04044433,8.40294799,12.74335229,6.347631358,3.547005389,2.857607082,2.888921815,5.40940827,5.625808165,4.976153076,4.660088739,3.297811063,2.745790918,2.253553808,1.938083546,0.626643537,1.861519163,2.101164669,3.020487539,1.871587119,5.037915392,2.051981037,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16033391,,,,,,
Gabon,GAB,,,,,-0.194273339,0.324435619,1.262705991,0.711908683,0.041850541,0.221843003,0.186905552,0.183897094,0.132895954,0.16869148,0.094460866,0.121292902,0.193433444,0.234208659,0.253918221,0.191688506,0.483771443,0.2755542,0.459378756,0.056457603,0.163317181,3.10681949,3.6225966,4.083915153,0.427750491,6.861546143,6.827698266,-0.154661001,-1.140142212,-1.216338184,-0.390071457,1.661670267,0.013361591,0.472538214,-0.822652477,2.010114503,2.624011282,0.139534976,5.304090938,1.342884641,2.637552429,0.114401493,0.323020203,-0.560695689,-0.373189891,-0.200179032,
United Kingdom,GBR,1.283824653,1.342308251,1.186982487,2.587214078,2.122912937,1.241209958,1.8648244,1.586345228,2.029000378,2.856317973,1.987611888,2.247450456,1.390731641,1.671521008,1.728613281,2.167752298,2.829539708,3.881714377,4.574775366,3.385344613,2.559849602,2.060436038,2.216811546,2.866226362,3.834558685,4.21210026,2.947252714,4.791206117,9.573226924,14.40476893,17.61634624,4.719532089,6.775218347,3.998057755,5.322438145,6.29896021,5.242006904,11.94483486,12.20447738,-2.007454345,2.198063957,3.039645714,0.444511639,1.660105113,-3.718102565,-2.054811218,1.22141102,6.452704319,1.971437355,-1.704843598,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.03571395,0.111163057,0.127107141,0.12601716,0.102365532,0.194600767,-1.390185387,-0.169990074,1.978467758,1.35678228,-0.227549878,1.555324231,1.209552819,1.315600472,0.740520436,2.30640853,2.111145615,2.7275528,1.288453381,1.668252745,1.784512166,
Ghana,GHA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,-0.251308552,-0.303188963,-0.350800517,-2.095116345,-4.27950048,0,0.01874198,0.024429462,0.356576952,2.115461763,0,0.179751261,-0.03312402,0.140842155,-0.011019246,0,0,0,0.027755789,0.026489448,0,0.064429919,0.002641083,0.001073625,0.011926871,0.45594044,0.026658914,0.026966955,0.123329374,0.877477096,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,0.005821655,,0.073397127,-0.014976341,0.004488697,0.036808203,0.01529003,0.026829101,0.006213635,0.016271471,0.012923128,0.040012541,0.027867759,0.115564108,0,0.176713666,-1.016880677,0,0,0,0,0,0.913819105,-0.741710702,-1.478813385,0.012085238,0.026315634,-0.010386058,0.037578136,0.05702848,0.245506488,0.010750951,-0.00302552,0.008294932,
"Gambia, The",GMB,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,-0.000948981,-4.133163932,-0.705845433,-0.35194432,-0.994002934,-0.075497047,0.246743211,0.156924921,-0.333857939,0.00893234,
Guinea-Bissau,GNB,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.361445454,,,,,-0.100762111,0.24415679,0.108108464,-1.374338098,0.118525073,0.112674361,0.030133169,0.076024165,0.162625823,-0.172965916,0.078039621,-0.015048021,0.000176081,0.260432969,0.22375422,0.022637734,0.024684109,-0.027765474,0.081093477,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,0,0,0.158611516,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,,,,,,,,,,,,,,,,,,0.015744079,0.022550781,-0.016570146,0.010936644,-0.024481842,0.040006996,-0.02061593,0.013538384,0.030388294,-0.017391827,0.108735408,-0.190821496,0.040534407,0.77494779,-0.714000329,0.422300853,0.223603478,0.445419807,0.608364099,1.549454524,1.651677391,0.905050045,0.739869769,0.566759292,0.631888623,0.276101573,-0.290795021,1.272528717,0.80502161,-0.903248399,0.076462041,0.238180589,0.298674336,
Grenada,GRD,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74753249,1.911889253,1.567410099,-0.045228755,0.185090779,0.803955582,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,,0,0,0,0.025384899,-0.011617775,-0.045887348,0,0.05279831,0,0,0.014115522,-0.012752495,-0.047558329,0,0,0,0.030585242,0.041900187,-0.1300162,0.052291468,3.07475657,3.472456384,4.203421069,-5.280258834,-7.442855582,-5.427376802,-0.508821016,0.27790208,0.256510355,0.276204262,0.408933723,0.027628243,0.022537149,1.196191294,-0.551492188,0.344492919,0.138282177,0.034247119,0.249674499,-0.180514891,0.089757839,0.197674017,0.194843459,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0.10170598,-0.535370394,0.440430282,,,-0.141762332,,,-0.287871269,0.280635624,0.02878536,0.01898389,,0.021306021,,,,,,,,,,,0,0.580007929,0.000210607,0.000208871,0.197148707,
High income,HIC,0.588383462,0.49513107,0.525897871,0.676289717,0.511918829,0.617641221,0.562639675,0.507988125,0.561554971,0.796203621,0.629700975,0.569608629,0.414228528,0.460695464,0.557789007,0.502202833,0.776891736,1.047377673,1.184199696,1.428422682,1.478645681,1.08251646,1.02380593,1.104539562,1.294851989,1.489047752,1.619965265,1.934725898,2.949361674,4.352781717,4.879097958,2.895816792,2.214864989,2.115256528,3.176439609,3.528047953,4.990424325,6.858469467,5.0632365,2.677560553,3.290158807,3.905334636,2.937968906,3.278543632,2.792579979,3.838499775,3.670466808,3.489944122,0.767942922,1.781992176,
"Hong Kong SAR, China",HKG,,,,,,,,,,,0.284112966,0.099821579,0.161034055,1.892527741,3.210849186,2.691911206,3.340184884,4.57898508,4.242354895,3.983115712,3.182184309,3.175598092,7.915814355,14.71742331,15.78431139,17.28274915,16.61115422,13.76172353,9.844278367,13.39527835,40.7671711,11.97493689,9.767742675,7.93095722,21.68600065,18.67948812,24.58322901,32.08824142,26.02998366,27.07047505,43.05098719,38.59178663,33.55401606,30.22466533,48.34021009,25.37785904,23.54839915,29.8208106,20.7389486,10.32725401,
Honduras,HND,,,,,0,0,0,0,0,0,0.025200596,0.04945727,-0.023438396,0.044675794,-0.020344589,0,0,0.016153729,-0.016941351,-0.018408257,-0.020312778,-0.021511536,-0.020227763,-0.009742773,-0.042651449,-0.037401039,-0.038350698,-0.006359408,0.067003125,0.143221928,-0.354488917,0.109575027,0.237293287,-0.005023042,0.44237449,0.002593175,0.449596792,0.330433377,1.393593825,-0.073800519,-2.293020176,0.170936051,1.243420652,0.418512104,1.97387377,1.740245693,1.137130473,-0.367653188,2.278528666,1.815764143,
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,0.020799543,-0.013610828,0.02422808,0.03975945,0.018429664,0.021348337,0.021727584,0.016339582,0.02956936,0.031254478,-0.005612459,-0.068224861,-0.123366671,0.0513301,-0.093899101,-0.220969037,-0.049534308,-0.01668047,0.021477375,-0.437238947,-0.359320469,0.319810855,-0.392604986,-0.058616815,0.056508758,0.175518032,0.372440677,0.278807174,0.077986795,0.079246496,-0.032113896,0.96446626,0.45051756,0.487536671,0.709594407,0.38295443,0.503076391,0.683736348,0.280222609,0.145869575,0.624043367,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,0.032446673,0.111306086,1.041821995,0.633549527,0.265813273,0.222456172,0.553646108,2.122024905,0.407808624,0.921092055,0.531059867,0.532775811,0.632052104,1.985659211,2.19592644,0.74467151,-0.096574599,-0.15406648,-0.274014895,3.89114473,-0.397725495,-3.449567829,-1.511815186,0.520819762,0.373263875,
Haiti,HTI,,0,0,0,0,0,0,0,0,0,0,0,0,0.061591525,0,0,0,0,0,0.040097107,-0.258373748,-0.391531338,0,0,0,0.042666513,0.027670247,0.029949635,0,-0.02407471,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,0,0.000401474,0.0266781,0.113509605,0.334656204,0.036803596,1.005129886,0.479588374,1.008103321,1.283491942,0.967978768,1.734848229,4.864123135,1.586666305,17.75859416,15.85002395,48.78241945,46.57413258,-2.878829164,-18.72925279,6.193112966,6.178918616,-2.854134824,6.564524092,-6.521769417,51.91656085,-10.14918373,-42.68680948,19.90037259,
IBRD only,IBD,,,,,,,,0.042016879,0.052896048,0.021664595,0.109402521,0.075951456,0.050501769,0.051570663,0.058363564,0.0731387,0.095829221,0.079803659,0.078100285,0.097969707,0.100513527,0.122017993,0.32746165,0.266285694,0.292831962,0.297890723,0.282812114,0.403147296,0.355447707,0.393833974,0.336167703,0.287308632,0.330434759,0.507017121,0.729728503,0.78446253,1.359962076,1.248522957,1.362315068,0.999991739,1.251543405,1.052084967,0.971548639,1.028033657,1.168270106,1.178077287,1.291771365,0.966467538,0.858094038,0.724348037,
IDA & IBRD total,IBT,,,,,,,,0.038415238,0.047279247,0.020961831,0.096927306,0.064905159,0.043927221,0.04699338,0.052853378,0.066430379,0.086487285,0.076062413,0.072664398,0.121652762,0.09990513,0.118881894,0.311496936,0.258684167,0.276977653,0.282005765,0.277400658,0.382261494,0.328110921,0.361671359,0.32406428,0.265288671,0.310663523,0.477289762,0.687702567,0.74119201,1.278487674,1.178508772,1.289897675,0.948538759,1.205848213,1.011010428,0.936401827,0.991490072,1.111010492,1.11721411,1.228717417,0.921696296,0.81768811,0.692159724,
IDA total,IDA,,,,,,,,0.014325228,0.011253552,0.016013363,0.007011863,0.00983381,0.004681745,0.014615587,0.010016106,0.01314193,0.010260169,0.045532071,0.026578014,0.342654371,0.09363209,0.08548718,0.101263383,0.146835293,0.012953552,0.01541035,0.187817204,0.029672404,-0.112044193,-0.113081814,0.149448549,-0.06847683,0.037599004,0.07995533,0.128829621,0.140884079,0.164102792,0.156329526,0.180454776,0.167026931,0.410067517,0.268201347,0.311074672,0.361958093,0.232243174,0.24685176,0.288847037,0.209308415,0.185169877,0.201602254,
IDA blend,IDB,,,,,,,,0.013549786,0.019681613,0.013404358,0.013381093,0.006880826,-0.003721757,0.020828443,0.016919061,0.02038185,0.021273776,0.074879963,0.049820418,0.748343876,0.26116104,0.296199061,0.187586707,0.423735684,0.206540192,0.061575501,0.376650189,0.005785445,-0.090852958,-0.231928303,-0.030210163,-0.06640245,-0.020255945,0.060257025,0.14063088,0.10164245,0.126296763,0.19134991,0.185593379,0.270947806,0.326906413,0.213103582,0.236226853,0.317652562,0.314932984,0.233692531,0.30081569,0.224021008,0.268000636,0.039569255,
Indonesia,IDN,,,,,,,,,,,0.008277879,-0.001169341,-0.003327475,0.002467543,0.021212982,0.038691754,-0.013757898,-0.006585046,0.030842166,0.033879848,-0.0103636,0.011147125,0.557695007,0.225306901,0.344277584,0.298319867,0.263887428,0.08250328,0.046099583,0.051428075,0,0,0,0,1.326912265,1.072170852,0.747661388,1.081667967,1.156291483,0.416828151,0.554325076,1.011965967,0.815426297,1.217686934,1.166071141,1.054144743,-1.244176833,0.197738766,0.61398657,0.398723905,
IDA only,IDX,,,,,,,,,,0.019116851,-0.001405082,0.016400918,0.022446234,0.00452537,0.00085873,0.004294327,-0.000166097,0.017985385,0.005195481,-0.022456723,-0.066867157,-0.11425044,0.011977583,-0.087385899,-0.165869817,-0.02991656,0.002342502,0.05251536,-0.130771945,-0.012394001,0.315417364,-0.070572754,0.096669827,0.099044144,0.116938661,0.183108854,0.20855197,0.116629914,0.174238734,0.058593054,0.520066634,0.342206839,0.416955584,0.423903921,0.117841433,0.263726945,0.274732303,0.193459322,0.102466955,0.361066131,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,,,,,0,0,0,0,0,0.002146783,0.001033642,0.000498219,0.002290822,0.001885385,0.001290257,-0.000401629,0.001791899,0.003708836,0.003377895,0.001869281,-0.004072485,0.008327307,0.000125544,0.025233567,0.032527047,0.060912828,0.02715262,0.011295327,0.017295973,0.108782767,0.217149393,0.244897685,0.203693879,0.259051931,0.321893491,1.492867398,1.39932736,1.606188857,1.199474211,0.952969273,0.691587823,0.467994118,0.09505724,0.573111845,0.357212358,0.219944965,0.418061661,0.420829153,0.458035041,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,,,,,,,,0.318617512,1.983530342,3.852048142,0.73713432,0.387472677,0.38293305,0.419220554,0.763941381,1.185831944,0.959358139,0.917351439,4.33466642,6.189881646,4.635524462,3.724999823,8.616939662,3.377946207,9.320039905,43.39315714,18.48577619,20.71884024,21.16073464,23.06871443,7.572870982,-0.641362002,14.19444686,20.77609018,35.06555001,65.0520717,31.17775111,0.880233845,24.77389953,-37.06667033,
"Iran, Islamic Rep.",IRN,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044863822,,,-0.207918837,0.012946563,0.002339782,0.065717123,0.070342862,0.057478939,0.170228053,0.010030868,0.039407702,0.0118179,-0.212124476,0.055025842,0.183069148,0.05574375,0.102483525,0.049026017,0.022951413,0.049086332,0.044360119,0.226432028,0.041105109,0.000795494,0.03109249,0.024908235,0.017008926,0.01643209,,
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177560194,0.468220179,0.008892386,0.025529265,0.064391411,0.090205556,0.197336406,0.224969167,0.096783114,0.102919956,0.083211935,0.173988891,0.039800883,0.084021617,0.082958113,
Iceland,ISL,,,,,,,0,0,0,0,0,0,0,0,0,0,0.052557555,0.012661396,0.017986156,0.144338344,-0.235805782,-0.119086184,0.396836285,0.230123452,0.417820682,0.348870699,0.855675306,0.744937786,0.885457181,1.385662339,4.160041969,4.047226956,3.681856762,3.358129048,18.66068775,42.04913752,32.23930324,47.48613176,-21.10661124,17.25940271,-18.20904864,0.158669452,-21.76658498,3.28759131,0.120253487,2.591160291,-8.778635887,-29.25163609,-0.589497483,1.221227818,
Israel,ISR,0.127238454,0.05939124,0,0,0,-0.012975779,0.039379769,0.034417484,0.041415794,0.004631946,-0.012371734,0.442567152,0.678011995,0.321146703,0.08235884,0.347452919,0.371165803,0.40699473,0.292794561,0.218467693,0.336726806,0.48824596,0.763798721,0.807071488,0.855917381,0.817055899,0.741027975,0.804498166,0.969785554,0.708042977,2.520192926,0.525634182,0.809749833,1.642723506,3.351775963,2.066457957,10.02237705,4.808079464,3.335968393,0.844033084,3.394678112,2.830511591,0.884827241,1.318428982,1.461920982,3.658412266,4.570739181,2.158195745,1.642417017,2.178475066,
Italy,ITA,0.100744902,0.325749429,0.152101741,0.157785472,0.101791727,0.15077269,0.071167393,0.217625638,0.050475579,0.136802809,0.15490087,0.324509432,0.224899282,0.456733475,0.42956667,0.384918822,0.383046876,0.25902609,0.526224673,0.23052073,0.63034777,0.610854319,0.324861164,0.678609286,0.477323541,0.596038315,0.663427409,0.837596851,0.980664889,0.020963001,0.567570354,1.402682452,0.905369166,0.136227144,0.793746531,2.815405008,3.02686947,5.428843806,2.822331468,0.838299871,1.439907502,2.263215254,0.325658655,0.946879158,0.948355298,0.857352879,0.749756012,0.602211377,1.910496482,1.630000754,
Jamaica,JAM,0.071185723,-0.064940736,,-0.104936334,0.294724898,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805709814,0.933381333,1.359429567,1.134114587,0.03690626,0.316569903,0.614820847,0.107461693,0.399396585,0.518551395,0.284908122,0.561191772,0.376581258,0.838791793,0.174168715,0.501873533,0.382009072,0.471938529,0.115812631,0.044547871,0.123478918,0.201320101,0.607050139,0.524233169,0.427981272,0.241145835,1.91878382,0.231870797,0.080633938,2.709860975,
Jordan,JOR,,,0.213042379,0.580509382,0.285203128,0.458832788,0.158654184,0,0,0,0.078243684,-0.159278212,0.072783761,0.097287357,0.05395615,-0.014983662,0.061674593,0.01716256,-0.001764274,0.395766024,-0.756805211,0.31490153,-0.063998412,-0.946058846,-0.370976898,-0.405756445,-0.624973701,0.13566263,0.025959492,0.055385206,0.101693092,0.351993233,0.14424577,-0.035967623,0.1594428,1.296305718,-0.917064817,0.281088896,0.056573111,0.295031101,0.104853356,0.104474037,0.017105556,0.045473401,0.226283891,0.002555045,0.008120405,0.015986198,-0.017715489,0.097160951,
Japan,JPN,0.166973029,0.14990518,0.227336116,0.440656414,0.419493523,0.338036116,0.339667273,0.228025107,0.233915896,0.274688788,0.215761739,0.401480264,0.400169939,0.290511659,0.45244866,0.460372539,0.692773839,0.793606238,1.153636119,1.513993305,1.620742422,0.882661512,0.442698619,0.312361262,0.36928358,0.415302794,0.546215576,0.543344138,0.49113563,0.53181607,0.921274923,0.828628351,0.750932664,0.775241253,0.84345748,1.086446949,1.283612246,1.616509706,2.255770114,1.408367949,1.397458644,1.897457812,1.896313259,3.019649848,2.843560414,3.153338155,3.628420619,3.570065288,3.231184711,4.95019268,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,0.000188228,0.001472443,4.75E-06,0.006315999,0.036593224,0.021338623,0.504918639,-0.197655011,1.723706261,0.875307091,0.415069371,0.747478037,1.137931811,3.759968493,2.775854951,3.635969066,2.560585451,2.687920104,0.861680959,0.83542956,1.189411384,1.798581668,2.531048351,0.573422422,-2.586861608,-1.129659301,
Kenya,KEN,,,,,,0.041781566,0.12383049,0.059142965,0.043908222,0.094412497,0.014839547,0.085461816,0.149470873,0.242486073,0.110933568,0.088283491,0.068108176,0.385800704,0.026300921,0.01643153,-0.005163696,0.002453542,-0.001157032,0.048475087,0.013491625,0.125522126,0.022905603,0.04538931,0.086025264,0.190463884,7.87E-05,7.70E-05,0.056404087,0.013924047,0.027437158,0.051698593,0.092767515,0.112751284,0.121928149,0.124221062,0.003944669,0.204961985,0.472840064,0.360476491,0.122247241,0.378064879,0.227500713,0.324939983,0.18727198,0.213558503,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.374408861,0.485074039,0.328541855,0.399969479,0,0,1.986506315,0,0,-0.02689894,-0.002489112,-0.005697153,0.367429815,-0.061668994,-0.244235552,-0.096059625,1.507414895,2.020910391,0.590802232,-0.377374348,0.059903699,-0.683658197,
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.434090937,-3.437946295,-0.641724788,0.109751946,-0.189634594,0.15587409,0.191894342,0.067979797,0.115220438,0.012675319,0.197923057,0.181441038,0.183059704,0.227327091,0.257428697,0.408907549,0.491321091,0.486211968,0.39504159,0.517910573,0.504496392,0.375931495,
Kiribati,KIR,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050668488,0.131576021,0.117650741,0.164837612,0.144228051,0.140191438,0.172410794,0.163931035,0.150509574,0.143751067,0.143684786,0.136206347,0.006831111,0.006307065,0.019017182,0.038348814,0.038256623,0.036962343,0.035437299,0.084789843,0.081439907,0.071308497,0.067624677,0.066390446,0.061661379,0.06284875,
